id	text	label	dimension
16_1	sure, yeah, yeah, it's a can, we don't really organize things here by shape.	 explain	intent
16_4	n-no, not--no. no!	 oppose	intent
16_6	you got to put that phone away too.	 arrange	intent
16_7	you're not my boss.	 oppose	intent
16_8	what--what is wrong with you? she's a child!	 criticize	intent
16_12	not so hot, huh?	 criticize	intent
17_1	can i ask you something?	 ask for help	intent
17_3	bathroom pass?	 confirm	intent
17_4	you seem like you are way too pretty to be working here.	 praise	intent
17_6	you have a nice smile.	 praise	intent
17_8	you--you have a nice smile.	 praise	intent
19_0	i, uh--i messed up before. i'm sorry.	 apologise	intent
19_1	i-i was listening, but i wasn't really hearing.	 explain	intent
19_2	tonight, gonna pop open a couple brewskis, we're gonna get ourselves a nice pie--pizza pie, and we are gonna watch ourselves a little movie called  bad boys 2  and get you through this breakup thing roomie-style.	 plan	intent
19_3	all right. that's enough.	 agree	intent
19_4	attention, cloud 9 employees!	 inform	intent
19_5	dina did not break up with me, and actually, if you want to get real about it, it was my idea.	 inform	intent
19_6	i was trying to be a nice guy.	 inform	intent
19_9	sorry about that.	 apologise	intent
19_10	please pretend you didn't hear that.	 advise	intent
19_11	i'm gonna just put these back.	 plan	intent
20_0	oh, hey, is this where justine fell?	 confirm	intent
20_1	yeah.	 agree	intent
20_2	i gotta write it up for her workman's comp claim.	 plan	intent
20_3	do you think emma's doing okay?	 confirm	intent
20_4	i just feel like i'm losing control.	 complain	intent
20_5	amy, can i ask you something but without you taking it the wrong way?	 confirm	intent
20_6	sure.	 agree	intent
21_0	when he smiles at you, it feels like the sun is coming up.	 praise	intent
21_2	well, scott is way cuter than jeff.	 praise	intent
21_3	i'm sorry.   love you.	 apologise	intent
22_0	i got carried away, and... it wasn't cool.	 apologise	intent
22_3	are you saying you want to get back together?	 confirm	intent
22_4	i mean, is that crazy?	 confirm	intent
22_5	i don't think so. let's do it.	 advise	intent
22_6	okay.	 agree	intent
22_7	yeah, this isn't working out. i'm dumping you.	 oppose	intent
22_8	sir, did you just see that i dumped him?	 confirm	intent
22_9	attention, cloud 9 employees.	 inform	intent
22_10	we have a nonverbal confirmation i dumped garrett.	 inform	intent
22_11	you're a monster.	 criticize	intent
24_0	hey!	 greet	intent
24_1	um, just some stuff.	 explain	intent
24_2	yeah.	 agree	intent
24_3	well, you--put it back.	 arrange	intent
24_4	uh, i don't think i'm gonna.	 oppose	intent
24_5	wh--well, i caught you, so, y-you have to.	 explain	intent
24_7	but th-that's how this works.	 emphasize	intent
24_8	no, don't just--no. don't take more.	 prevent	intent
24_9	do you have a gun?	 confirm	intent
24_11	uh, i-i don't think you do.	 oppose	intent
24_13	okay. excuse me.	 leave	intent
24_14	oh. wait!	 prevent	intent
24_15	no, no, no, no! no, he--no.	 prevent	intent
24_16	jonah, call the police! right.	 arrange	intent
24_17	look who's grounded now.	 taunt	intent
24_18	jonah, i just did a  law & order  type zinger.	 flaunt	intent
25_0	i saw immediately it was a 487 in progress.	 flaunt	intent
25_1	i don't know what he could have done to you beforehand, but it is not your fault if he touched you.	 comfort	intent
25_2	okay, okay. nothing happened.	 explain	intent
25_3	end of story.	 inform	intent
25_4	and you made no attempt to stop him?	 doubt	intent
25_5	no, i mean, i told him to stop, but he didn't.	 explain	intent
25_7	he asked you to move out of the way so he could leave with the cash, and you just did it?	 confirm	intent
25_8	so it was for of, like, a reflex.	 explain	intent
27_1	oh, so are you just going to be calm when a group of methed-out serial killers stabs myrtle to death in the parking lot?	 doubt	intent
27_2	no, because that would be a different tone.	 explain	intent
27_3	is it about your boots?	 confirm	intent
27_4	uh, no.	 oppose	intent
27_5	um, it's about this morning's incident.	 explain	intent
27_6	is that when you bought your boots?	 confirm	intent
28_0	what i'm saying is, don't do what dina did.	 inform	intent
28_1	and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.	 warn	intent
28_2	just stand there and make brown, like jonah?	 taunt	intent
28_3	well, i didn't actually do anything--	 explain	intent
28_4	exactly. he just sat there and watched a guy rob the store.	 criticize	intent
28_5	thank you. that is what you should all do in the future.	 thank	intent
28_6	thank you, jonah, for actually following protocol.	 thank	intent
28_8	what then? do you want me to just sit there and watch someone take a baby?	 doubt	intent
28_9	what if the baby is wearing a bomb?	 doubt	intent
28_10	then wouldn't you want him to steal it?	 doubt	intent
29_0	oh, yeah. yeah.	 agree	intent
29_1	yes, yes. and i'm so sorry.	 apologise	intent
29_2	you know, it just-it takes me forever to get going in the morning.	 explain	intent
29_3	i like to wake up when my body is ready, you know what i mean?	 confirm	intent
29_8	jerusha, how was it? i feel sick!	 complain	intent
30_1	this little girl won't try and stop you.	 taunt	intent
30_2	i'm just--i'm gonna go pay for it.	 leave	intent
31_0	hey.	 greet	intent
31_3	i don't think that's true. well, it is true.	 oppose	intent
31_4	i know it's true because i just looked it up.	 explain	intent
31_5	okay.   so did he invent salad?	 confirm	intent
32_0	ken? you're--you're here.	 doubt	intent
32_2	okay, um, look, maybe i wasn't clear, and that's my fault.	 apologise	intent
32_5	okay. okay.	 acknowledge	intent
32_6	yes, thanks. yes, yes.	 thank	intent
35_1	you're the cool kids.	 praise	intent
35_2	oh, no. none of us get invited to that.	 oppose	intent
35_3	that thing is lame anyway.	 complain	intent
35_4	hey, what if we did something?	 advise	intent
35_5	yes! all right.	 agree	intent
35_6	let's do it! bowling night!	 advise	intent
35_8	yeah. maybe.	 agree	intent
35_9	wow. yeah.	 agree	intent
35_10	i can't.	 oppose	intent
35_11	um, oh. uh, no.	 oppose	intent
36_0	it's my first write-up. ever.	 flaunt	intent
36_1	so thank you so much for that.	 thank	intent
36_2	i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.	 explain	intent
36_3	i'm glad you got written up. you are a bully.	 criticize	intent
36_4	well, i'd rather be a bully than a castrated garden gnome.	 taunt	intent
36_5	well, who knows what's under those little pants?	 taunt	intent
36_6	that's not the point. the point is, at least i'm not too weak to stop a simple robbery.	 taunt	intent
36_7	that was an awkward situation. i could have destroyed that guy.	 explain	intent
36_8	with muscles like those? come on.	 taunt	intent
36_9	your ass? yeah, uh, obviously, i could-sure.	 agree	intent
36_10	oh. well, then come at me.	 invite	intent
36_11	fight, guys. jonah's fighting dina.	 inform	intent
37_0	bullies just need to be confronted.	 explain	intent
37_2	because if you were really a feminist, you'd punch me in the face.	 taunt	intent
37_6	just stop. this is crazy.	 prevent	intent
37_7	are you okay? yeah, yeah, i'm good.	 care	intent
45_0	yeah, i got to go with the cop on this one.	 agree	intent
45_1	i just want to cover it up until the coroner gets here.	 explain	intent
45_2	i know we don't specifically promise no dead bodies, but we shouldn't have to.	 explain	intent
45_3	fine, just don't go touching the body.	 inform	intent
45_5	no, i just wouldn't do that.	 oppose	intent
45_6	uh, because i said you can't.	 explain	intent
45_8	all right, well, that should hold.	 agree	intent
45_9	is this worse?	 doubt	intent
48_0	like he's a dead employee.	 joke	intent
48_1	no.	 oppose	intent
48_2	this is not a halloween display.	 oppose	intent
48_6	that was the coroner's office.	 inform	intent
48_8	the point is, they're not gonna be here for a while.	 emphasize	intent
48_9	oh, come on.	 complain	intent
49_0	oh, thanks.	 thank	intent
49_3	what do we got here, the lunch police?	 joke	intent
49_4	take me downtown, officer bumblebee.	 joke	intent
49_5	kelly, could you jump on register four?	 arrange	intent
49_6	yeah.	 acknowledge	intent
49_8	i guess i can eat this on the way.	 leave	intent
49_9	yup, that's why they're made to go.	 explain	intent
49_10	uh-oh, phone police.	 joke	intent
49_11	you'll never take me alive.	 leave	intent
50_1	there is something there that is extremely disturbing, and it may frighten you.	 inform	intent
50_4	please, listen to me.	 inform	intent
50_5	the housewares section is very, very scary.	 inform	intent
50_6	it will give you nightmares.	 warn	intent
50_7	turn back before it's too late.	 warn	intent
50_8	no. no, no.	 oppose	intent
50_9	you--you--you've been warned.	 inform	intent
50_10	okay.	 acknowledge	intent
52_0	with sal's passport?	 taunt	intent
52_1	i am a master at make-up.	 flaunt	intent
52_2	if i can make elias look like dame edna, i can make you look like sal.	 flaunt	intent
52_3	wait, why did elias want to be dame edna?	 doubt	intent
52_5	although me just being here is illegal so it kind of cancels out.	 explain	intent
52_6	i think...we should...	 agree	intent
52_8	we agreed on a kitty cat.	 complain	intent
53_0	she saw the match before i could get her phone.	 inform	intent
53_1	oh, okay, we need to  freaky friday  this.	 joke	intent
53_2	you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.	 advise	intent
53_4	she sent him a wink.	 inform	intent
53_7	yeah, as long as they never run into each other in the store they both work in.	 agree	intent
56_0	you seem good.	 care	intent
56_1	i had a bar this morning with like 20 grams of protein.	 explain	intent
56_2	no, no listen to your body.	 oppose	intent
56_3	yeah.	 agree	intent
56_4	oh, no, no, i'm fine.	 oppose	intent
56_5	yes.	 agree	intent
56_6	you are so strong.	 praise	intent
56_7	and i also think you are so brave.	 praise	intent
56_8	thank you.	 thank	intent
57_0	so you'll have to do the make-up yourself for the trip back.	 inform	intent
57_1	or you could just stay like this the whole time.	 advise	intent
57_2	what? i was just saying she had really great skin.	 explain	intent
57_5	that's stupid.	 taunt	intent
57_6	i just think it feels really good and firm on my tongue.	 explain	intent
58_1	yeah, i was gonna get one, but they're like a hundred bucks.	 explain	intent
58_3	thank you, governor greitens.	 thank	intent
58_6	i guess i could put it on my lawn.	 advise	intent
58_8	chuck, what are you doing?	 care	intent
60_0	how could i humiliate you?	 doubt	intent
60_1	i barely talk to you.	 explain	intent
60_2	hey, guys.	 greet	intent
60_4	you know what, kelly, i feel like i cut your break short.	 apologise	intent
60_5	this guy's playing mind games with me all day.	 criticize	intent
60_6	i would never do that.	 oppose	intent
60_7	i'm an ally.	 emphasize	intent
60_9	i never texted you.	 oppose	intent
60_10	stop lying!	 prevent	intent
60_11	it was me. i did it.	 explain	intent
60_12	i took jonah's phone, and i was messing around.	 explain	intent
60_13	and i accidently swiped right, and i just couldn't stop myself.	 explain	intent
60_14	and garrett had something to do with it too.	 inform	intent
61_0	uh, you know, it's fine.	 comfort	intent
61_3	i'm sorry.	 apologise	intent
61_4	oh, god. uh...	 leave	intent
62_0	you look adorable.	 praise	intent
62_1	okay, here. take it.	 arrange	intent
62_2	destroy it, douse it with holy water, and set it on fire.	 arrange	intent
62_4	i'm not going, okay?	 oppose	intent
62_5	it's not worth it.	 complain	intent
62_6	i don't like what's happening to me.	 complain	intent
62_7	i need to wash this all off before it's too late.	 leave	intent
65_0	hey. dina, is something wrong?	 care	intent
65_1	you know the rules. no religious crap in the store.	 criticize	intent
65_3	this is just a winter barn display.	 introduce	intent
65_4	with a baby jesus and three wise men?	 taunt	intent
65_5	that is a normal barn baby and three men of average intelligence.	 introduce	intent
65_6	oh, wow. well, i feel foolish.	 taunt	intent
65_7	i can't believe that i thought this guy was a wise man.	 taunt	intent
65_8	you're not that stupid.	 oppose	intent
65_9	i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.	 explain	intent
65_13	wait, give me that! that's baby jesus!	 prevent	intent
69_0	oh, great.	 praise	intent
69_1	narc alert. oh, it's the fun police.	 taunt	intent
69_3	i mean, it's nothing personal, but--	 explain	intent
69_4	yeah, you just always act all lame and stuff.	 criticize	intent
69_6	that was the tiniest sip i've ever seen.	 taunt	intent
69_7	i mean, now you're just stealing my alcohol.	 criticize	intent
70_0	oh, hey, man. merry christmas.	 greet	intent
70_1	oh, wow. thank you, garrett.	 thank	intent
70_3	and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?	 confirm	intent
70_4	yeah, i just figured it'd be something you could use based on the puddles by the shower.	 explain	intent
70_8	or you could save some money and just quit it with the harmonica lessons on youtube.	 advise	intent
70_9	yeah, it would be. mm-hmm. yeah.	 agree	intent
72_0	which is why i lay my shoes on their side so that the soles don't touch the fabric.	 explain	intent
72_1	oh, you know, i think you're working too hard.	 taunt	intent
72_2	why don't you just take off your shoes?	 advise	intent
72_3	there's a dad here with his kid, asking where the store santa is.	 inform	intent
72_4	tell him to check the drunk tank.	 arrange	intent
72_6	guys, they drove an hour to get here.	 inform	intent
73_0	glenn, it's not like i hate christmas or anything.	 explain	intent
73_1	so  winter wonderland  is okay, and-you want to see what christmas is all about?	 invite	intent
73_3	sorry, we're making up for lost time.	 explain	intent
73_4	oh, no, no, no. kiss away.	 oppose	intent
73_6	oh, there won't be a next tour.	 oppose	intent
73_8	okay, i was smoking something i did not know was meth.	 explain	intent
73_9	hey, uh, thank you for your service.	 thank	intent
73_11	there's cocoa in aisle nine.	 inform	intent
74_0	i mean, it's just-it's messed up.	 complain	intent
74_1	i'm just gonna say it. men are from mars.	 taunt	intent
74_5	yeah. that's exactly what i was thinking.	 agree	intent
74_6	no. no, no, no, no, no, no. you should not go over there.	 prevent	intent
74_7	we should all go over there.	 advise	intent
74_8	yeah, just always assume we're talking about bridgett's house.	 agree	intent
74_9	because i try not to drive if i've had more than six.	 explain	intent
74_10	oh, yeah, i should not be getting behind the wheel of a car right now.	 agree	intent
75_1	i'm gonna do this. i'm gonna go knock on the door.	 plan	intent
75_4	oh, my god. this is a mistake.	 complain	intent
75_5	but not today.	 oppose	intent
75_6	oh, no, no, no. today's gonna be a mess.	 oppose	intent
75_7	we got to go. we got to go.	 leave	intent
75_8	oh, my god. my battery's dead.	 complain	intent
75_11	is that you?	 confirm	intent
77_0	yeah, yeah. fine.	 agree	intent
77_1	okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.	 joke	intent
77_2	it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.	 complain	intent
77_3	you know, like, he'll-he'll take the trash out when it's half full just so he can be like,  there's another thing jonah didn't do.    i only take my trash out when it topples over like a jenga tower.	 complain	intent
77_4	right? thank you. maybe we should be roommates.	 thank	intent
79_0	i told you guys. i am a psycho.	 inform	intent
79_1	oh, yeah, you got to let craymie out more often.	 advise	intent
79_2	i'm gonna crash elsewhere tonight, so...	 inform	intent
79_4	okay, thanks.	 thank	intent
79_6	i'll just--i'll just drop a pin and text it to you, then.	 plan	intent
79_7	okay.	 agree	intent
79_8	well, i think i finally figured out these christmas lights.	 inform	intent
79_10	yeah. super lame.	 agree	intent
81_1	uh, there's been an unfortunate incident we need to discuss.	 inform	intent
81_2	oh, wait, hold up. what are we working with here?	 doubt	intent
81_3	is that a-a snake or a lightning bolt?	 confirm	intent
81_4	this is not what i'm here-it's a guitar.	 explain	intent
81_5	an electric guitar.	 introduce	intent
81_6	anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.	 inform	intent
81_7	it's so gross! especially in the kitchen.	 criticize	intent
81_8	if you think about it, it's not that gross.	 oppose	intent
81_9	fart air has billions of fecal particles in it.	 introduce	intent
81_10	i mean, that's what causes the smell--feces in your nose.	 explain	intent
81_12	we don't need to do that. that's--i think the lesson here is be careful what you post on social media.	 inform	intent
81_13	um, shouldn't the lesson be: don't fart in cups?	 doubt	intent
81_14	because i do a lot of instagram video and they can be pretty edgy.	 explain	intent
81_15	i'm gonna take a look make sure everything's above board.	 plan	intent
81_16	everybody here can self-police.	 inform	intent
81_17	uh, why self-police when you can have actual police?	 doubt	intent
81_19	wait, these cups?	 confirm	intent
82_0	hey, guys. it's your girl, kelly.	 introduce	intent
82_2	kelly's instagram video. they're adorable.	 praise	intent
82_3	too funny.	 praise	intent
82_5	okay, is the joke that it's so boring, or...	 confirm	intent
82_6	oh, did you guys see the one with the orange?	 confirm	intent
82_7	it's your girl, kelly.	 introduce	intent
82_10	i don't understand this.	 ask for help	intent
83_2	a huge number of these things bounced back, and that makes me worried that it's either russian hackers...	 complain	intent
83_4	an employee's inventing fake customers.	 criticize	intent
83_5	well, because you get a dollar for every rewards card that you sign up.	 explain	intent
83_6	you get a dollar per blue card?	 confirm	intent
83_7	almost all of these customers were signed up by the same employee.	 emphasize	intent
84_1	i mean, i...can't remember every single one.	 explain	intent
84_2	it's just that i noticed they seem to have really unusual names.	 emphasize	intent
84_4	oh, martin! uh, yeah.	 agree	intent
84_5	uh, good guy. nice family.	 praise	intent
84_7	but another one is-a-and i'm not accusing you of this, but maybe...	 emphasize	intent
84_8	you made him up?	 doubt	intent
85_0	i need your help before we have another scandal.	 ask for help	intent
85_1	i feel like that lady from  scandal.  is her name scandal?	 confirm	intent
85_2	um, can't you just do it yourself?	 doubt	intent
85_3	besides, it'll be fun.	 praise	intent
85_4	couple of gals clickin' and a-clackin' around the net.	 taunt	intent
85_5	are you asking me, or telling me i have to?	 confirm	intent
86_0	hey, guys. it's your girl, kelly.	 introduce	intent
86_1	well, this one has a really bad wheel.	 complain	intent
88_1	oh, look! it's a two-for-one sale!	 introduce	intent
88_3	all right, that is bad.	 complain	intent
88_4	can you please not watch me?	 prevent	intent
88_5	it's riveting.	 praise	intent
88_6	hi! it's cloud 9 amy!	 greet	intent
89_3	oh, hey, glenn!	 greet	intent
89_4	it was really bugging me that martin nestle lied about his email address, so i did some digging and i found his actual email on his company website.	 inform	intent
89_6	there he is. martin nestle, ceo.	 introduce	intent
89_8	hey, let's see if they have a page for buying a boogie board on there, huh?	 advise	intent
89_10	click on the  about,  where it tells you the story of how the company started.	 advise	intent
91_1	cool. then i guess we can stop?	 advise	intent
91_2	elias went on a date with two women?	 confirm	intent
91_4	mm, yeah. i don't think so.	 oppose	intent
91_5	is that like when three hideous people get together?	 confirm	intent
93_0	did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.	 confirm	intent
93_3	remember anna who had to leave to take care of her sick mom?	 confirm	intent
93_4	well, turns out her sick mom is also a boob surgeon!	 inform	intent
93_7	she's gonna have back problems. waste of money.	 taunt	intent
93_8	i'll just sit here and eat my lunch with you.	 plan	intent
95_2	so fun.	 praise	intent
95_3	it's a work in progress, and--and i know it's corny.	 explain	intent
95_4	that's what makes it funny. right?	 confirm	intent
95_5	yeah, definitely.	 agree	intent
95_6	okay.	 acknowledge	intent
95_7	thanks.	 thank	intent
96_1	calm down. it was fine.	 comfort	intent
96_3	mateo, i want to apologize, both for the things that i said about you, and for thinking that you would ever make up a customer.	 apologise	intent
96_4	well, it's just hard.	 complain	intent
96_7	how about lunch?	 invite	intent
96_8	we'll go up to the beef barn and get a--a table right near the tractor?	 advise	intent
96_11	maybe stop by a few museums or something on the way.	 advise	intent
99_0	oh, hey, jonah, will you help me read something real quick?	 ask for help	intent
99_1	bam! 15,000 views!	 flaunt	intent
99_4	yeah. i guess you are.	 agree	intent
99_5	oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?	 confirm	intent
101_0	well, that's why i switched to birds.	 explain	intent
101_3	that's cool.	 praise	intent
101_6	it gave us a chance to get to know each other better.	 explain	intent
101_7	you wanna know something funny?	 confirm	intent
101_8	uh, yeah!	 agree	intent
101_12	well, i--i just gotta go grab the form to write you up.	 leave	intent
101_13	oh, but thank you so much for sharing that with me.	 thank	intent
102_2	i made them all up, but i am sorry.	 apologise	intent
102_4	okay, what can i do to show you that i mean it?	 asking for opinions	intent
102_5	well...	 acknowledge	intent
103_0	oh, you don't really have to clean out the rat traps.	 advise	intent
103_1	yeah, that's not exactly how i wanted to win.	 oppose	intent
103_4	oh, well, i worked fast food jobs through high school, so i know my way around a rat trap.	 explain	intent
103_5	so many talents.	 praise	intent
103_7	all right. oh.	 acknowledge	intent
104_3	where are we watching this year?	 asking for opinions	intent
104_4	jerusha's ovulating, so we'll probably just have it on in the background on a tv on a dresser.	 explain	intent
104_6	i am!	 emphasize	intent
104_7	i'm going to barbecue.	 plan	intent
104_10	i know where to get the sauce--that's easy.	 flaunt	intent
104_11	you really don't have to do this.	 prevent	intent
104_12	you can host a party next year, when your life isn't in shambles.	 advise	intent
104_13	you guys, my life is not in shambles.	 oppose	intent
104_14	he meant your life has fallen to pieces.	 explain	intent
104_16	shambles implies more of a disaster-wreckage situation.	 explain	intent
104_18	she was born on third base.	 introduce	intent
106_0	ugh, i'm overdressed.	 flaunt	intent
106_1	i think you look nice.	 praise	intent
106_3	no, no, you're part of the group.	 oppose	intent
106_5	he only got to hang out with them because he was related to scooby.	 explain	intent
106_6	whoa, somebody's overdressed.	 taunt	intent
106_7	i've seen less sparkles at a pride parade.	 taunt	intent
107_0	all the photos of adam are gone.	 introduce	intent
107_1	everyone enjoying themselves?	 care	intent
107_2	ah-ah! i don't think that's what it's called.	 oppose	intent
107_3	i'm going to go fill up my handmaid's ale.	 leave	intent
107_4	that's a clever name.	 praise	intent
109_1	yes, was he pumping petrol?	 joke	intent
109_2	where might i find the ah right next to the vit-ah-mins.	 joke	intent
109_4	it was this guy that used to come in all the time.	 introduce	intent
109_5	are you making fun of us? oh, no.	 doubt	intent
109_6	uh, pardon me, but do you have any bags of mulch?	 joke	intent
109_7	he sounded exactly like that.	 introduce	intent
109_9	it wasn't.	 oppose	intent
109_10	it wasn't.	 oppose	intent
110_3	is this like a  mannequin  situation?	 taunt	intent
110_4	um, hey. jonah, could i get your help for a minute?	 ask for help	intent
110_5	uh, yeah, sure. um, i'll be right back.	 leave	intent
111_2	mm. we could present it as tartare?	 advise	intent
111_3	okay, relax. you're putting too much pressure on the food.	 comfort	intent
111_4	people aren't here to eat barbecue.	 comfort	intent
111_5	yeah, yeah. okay. yeah, you're right.	 agree	intent
112_0	i don't get it.	 complain	intent
112_1	why do you have all these remotes that do absolutely nothing?	 complain	intent
112_5	hey, have you tried unplugging it and then plugging it back in?	 advise	intent
112_7	why don't you just call adam?	 advise	intent
112_8	it could be the thing that brings you back together.	 advise	intent
112_9	okay, i'm going to go watch it at home.	 leave	intent
112_10	no, no, no, no, no, no. please stay.	 prevent	intent
112_11	oh, amy, you remember jerry.	 introduce	intent
112_12	uh, yeah. jerry, hi. you made it.	 greet	intent
112_13	say hi, jerry.	 arrange	intent
112_14	hi, jerry.	 greet	intent
112_15	good job!	 praise	intent
112_16	he's doing good. that was really good.	 praise	intent
113_0	people are getting antsy.	 inform	intent
113_2	that was good, i believed that.	 agree	intent
113_3	okay, i'm just going to microwave it.	 plan	intent
113_4	that's probably not going to be very appetizing.	 oppose	intent
113_5	it's fine, we'll just put sauce on it.	 comfort	intent
114_2	it doesn't matter. i don't know designers.	 comfort	intent
114_3	oh, thank you.	 thank	intent
114_5	i'm going to make you...	 plan	intent
115_0	the reception in this area is horrible.	 complain	intent
115_3	you don't know your own password?	 doubt	intent
115_4	no, because adam made the password, and you have to have a password to get online to change the password, and i don't have the password, so i can't do that.	 explain	intent
115_5	no, then you're going to miss all my snarky comments about the dresses.	 joke	intent
115_6	oh, you mean when you say the person just looks like whatever fruit the color of the dress is?	 taunt	intent
115_7	remember, last time, when natalie portman looked like  girl, go on with your banana self?	 joke	intent
115_8	let's go.	 leave	intent
116_0	no, no, no, dinner's almost ready.	 prevent	intent
116_1	oh, yeah, no, it's a great golden globes party.	 praise	intent
116_2	thank you. and it's going to be even better when you get the food and the golden globes on.	 thank	intent
116_3	yeah, i know, but jerusha is ovulating right now.	 emphasize	intent
116_4	i'm sorry.	 apologise	intent
116_5	no.	 prevent	intent
116_6	do it here.	 arrange	intent
116_7	do it here.	 arrange	intent
116_8	i-i couldn't.	 oppose	intent
116_9	please, glenn, please.	 ask for help	intent
117_1	i guess there is enough of us, we could play hassle the fishmonger, but we'd have to move the couch.	 advise	intent
117_3	none of you?	 doubt	intent
117_5	hey, guys, kelly knows a game that she can teach everybody.	 inform	intent
117_7	all right, so the game is called answers.	 introduce	intent
117_8	and you can only ask questions, or you can only reply with questions.	 introduce	intent
